ID;ID_PROVA;NOME;DATA
78;78;NULL;0000-00-00
79;79;NULL;0000-00-00
80;80;NULL;0000-00-00
81;81;NULL;0000-00-00
82;82;NULL;0000-00-00
83;83;NULL;0000-00-00
84;84;NULL;0000-00-00
85;85;NULL;0000-00-00
86;86;NULL;0000-00-00
87;87;NULL;0000-00-00
88;88;NULL;0000-00-00
89;89;NULL;0000-00-00
90;90;NULL;0000-00-00
91;91;NULL;0000-00-00
92;92;NULL;0000-00-00
93;93;NULL;0000-00-00
94;94;NULL;0000-00-00
95;95;NULL;0000-00-00
96;96;NULL;0000-00-00
97;97;NULL;0000-00-00
98;98;NULL;0000-00-00
99;99;NULL;0000-00-00
100;100;NULL;0000-00-00
101;101;NULL;0000-00-00
102;102;NULL;0000-00-00
103;103;NULL;0000-00-00
104;104;NULL;0000-00-00
105;105;NULL;0000-00-00
106;106;NULL;0000-00-00
107;107;NULL;0000-00-00
108;108;NULL;0000-00-00
109;109;NULL;0000-00-00
110;110;NULL;0000-00-00
111;111;NULL;0000-00-00
112;112;NULL;0000-00-00
113;113;NULL;0000-00-00
114;114;NULL;0000-00-00
115;115;NULL;0000-00-00
116;116;NULL;0000-00-00
117;117;NULL;0000-00-00
118;118;NULL;0000-00-00
119;119;NULL;0000-00-00
120;120;NULL;0000-00-00
121;121;NULL;0000-00-00
122;122;NULL;0000-00-00
123;123;NULL;0000-00-00
124;124;NULL;0000-00-00
125;125;NULL;0000-00-00
126;126;NULL;0000-00-00
127;127;NULL;0000-00-00
128;128;NULL;0000-00-00
129;129;NULL;0000-00-00
130;130;NULL;0000-00-00
131;131;NULL;0000-00-00
132;132;NULL;0000-00-00
133;133;NULL;0000-00-00
134;134;NULL;0000-00-00
135;135;NULL;0000-00-00
136;136;NULL;0000-00-00
137;137;NULL;0000-00-00
138;138;NULL;0000-00-00
139;139;NULL;0000-00-00
140;140;NULL;0000-00-00
141;141;NULL;0000-00-00
142;142;NULL;0000-00-00
143;143;NULL;0000-00-00
144;144;NULL;0000-00-00
145;145;NULL;0000-00-00
146;146;NULL;0000-00-00
147;147;NULL;0000-00-00
148;148;NULL;0000-00-00
149;149;NULL;0000-00-00
150;150;NULL;0000-00-00
151;151;NULL;0000-00-00
152;152;NULL;0000-00-00
153;153;NULL;0000-00-00
154;154;NULL;0000-00-00
155;155;NULL;0000-00-00
156;156;NULL;0000-00-00
157;157;NULL;0000-00-00
158;158;NULL;0000-00-00
159;159;NULL;0000-00-00
160;160;NULL;0000-00-00
161;161;NULL;0000-00-00
162;162;NULL;0000-00-00
163;163;NULL;0000-00-00
164;164;NULL;0000-00-00
165;165;NULL;0000-00-00
166;166;NULL;0000-00-00
167;167;NULL;0000-00-00
168;168;NULL;0000-00-00
169;169;NULL;0000-00-00
170;170;NULL;0000-00-00
171;171;NULL;0000-00-00
172;172;NULL;0000-00-00
173;173;NULL;0000-00-00
174;174;NULL;0000-00-00
175;175;NULL;0000-00-00
176;176;NULL;0000-00-00
177;177;NULL;0000-00-00
178;178;NULL;0000-00-00
179;179;NULL;0000-00-00
180;180;NULL;0000-00-00
181;181;NULL;0000-00-00
182;182;NULL;0000-00-00
183;183;NULL;0000-00-00
184;184;NULL;0000-00-00
185;185;NULL;0000-00-00
186;186;NULL;0000-00-00
187;187;NULL;0000-00-00
188;188;NULL;0000-00-00
189;189;NULL;0000-00-00
190;190;NULL;0000-00-00
191;191;NULL;0000-00-00
192;192;NULL;0000-00-00
193;193;NULL;0000-00-00
194;194;NULL;0000-00-00
195;195;NULL;0000-00-00
196;196;NULL;0000-00-00
197;197;NULL;0000-00-00
198;198;NULL;0000-00-00
199;199;NULL;0000-00-00
200;200;NULL;0000-00-00
201;201;NULL;0000-00-00
202;202;NULL;0000-00-00
203;203;NULL;0000-00-00
204;204;NULL;0000-00-00
205;205;NULL;0000-00-00
206;206;NULL;0000-00-00
207;207;NULL;0000-00-00
208;208;NULL;0000-00-00
209;209;NULL;0000-00-00
210;210;NULL;0000-00-00
211;211;NULL;0000-00-00
212;212;NULL;0000-00-00
213;213;NULL;0000-00-00
214;214;NULL;0000-00-00
215;215;NULL;0000-00-00
216;216;NULL;0000-00-00
217;217;NULL;0000-00-00
218;218;NULL;0000-00-00
219;219;NULL;0000-00-00
220;220;NULL;0000-00-00
221;221;NULL;0000-00-00
222;222;NULL;0000-00-00
223;223;NULL;0000-00-00
224;224;NULL;0000-00-00
225;225;NULL;0000-00-00
226;226;NULL;0000-00-00
227;227;NULL;0000-00-00
228;228;NULL;0000-00-00
229;229;NULL;0000-00-00
230;230;NULL;0000-00-00
231;231;NULL;0000-00-00
232;232;NULL;0000-00-00
233;233;NULL;0000-00-00
234;234;NULL;0000-00-00
235;235;NULL;0000-00-00
236;236;NULL;0000-00-00
237;237;NULL;0000-00-00
238;238;NULL;0000-00-00
239;239;NULL;0000-00-00
240;240;NULL;0000-00-00
241;241;NULL;0000-00-00
242;242;NULL;0000-00-00
243;243;NULL;0000-00-00
244;244;NULL;0000-00-00
245;245;NULL;0000-00-00
246;246;NULL;0000-00-00
247;247;NULL;0000-00-00
248;248;NULL;0000-00-00
249;249;NULL;0000-00-00
250;250;NULL;0000-00-00
251;251;NULL;0000-00-00
252;252;NULL;0000-00-00
253;253;NULL;0000-00-00
254;254;NULL;0000-00-00
255;255;NULL;0000-00-00
256;256;NULL;0000-00-00
257;257;NULL;0000-00-00
258;258;NULL;0000-00-00
259;259;NULL;0000-00-00
260;260;NULL;0000-00-00
261;261;NULL;0000-00-00
262;262;NULL;0000-00-00
263;263;NULL;0000-00-00
264;264;NULL;0000-00-00
265;265;NULL;0000-00-00
266;266;NULL;0000-00-00
267;267;NULL;0000-00-00
268;268;NULL;0000-00-00
269;269;NULL;0000-00-00
270;270;NULL;0000-00-00
271;271;NULL;0000-00-00
272;272;NULL;0000-00-00
273;273;NULL;0000-00-00
274;274;NULL;0000-00-00
275;275;NULL;0000-00-00
276;276;NULL;0000-00-00
277;277;NULL;0000-00-00
278;278;NULL;0000-00-00
279;279;NULL;0000-00-00
280;280;NULL;0000-00-00
281;281;NULL;0000-00-00
282;282;NULL;0000-00-00
283;283;NULL;0000-00-00
284;284;NULL;0000-00-00
285;285;NULL;0000-00-00
286;286;NULL;0000-00-00
287;287;NULL;0000-00-00
288;288;NULL;0000-00-00
289;289;NULL;0000-00-00
290;290;NULL;0000-00-00
291;291;NULL;0000-00-00
292;292;NULL;0000-00-00
293;293;NULL;0000-00-00
294;294;NULL;0000-00-00
295;295;NULL;0000-00-00
296;296;NULL;0000-00-00
297;297;NULL;0000-00-00
298;298;NULL;0000-00-00
299;299;NULL;0000-00-00
300;300;NULL;0000-00-00
301;301;NULL;0000-00-00
302;302;NULL;0000-00-00
303;303;NULL;0000-00-00
304;304;NULL;0000-00-00
305;305;NULL;0000-00-00
306;306;NULL;0000-00-00
307;307;NULL;0000-00-00
308;308;NULL;0000-00-00
309;309;NULL;0000-00-00
310;310;NULL;0000-00-00
311;311;NULL;0000-00-00
312;312;NULL;0000-00-00
313;313;NULL;0000-00-00
314;314;NULL;0000-00-00
315;315;NULL;0000-00-00
316;316;NULL;0000-00-00
317;317;NULL;0000-00-00
318;318;NULL;0000-00-00
319;319;NULL;0000-00-00
320;320;NULL;0000-00-00
321;321;NULL;0000-00-00
322;322;NULL;0000-00-00
323;323;NULL;0000-00-00
324;324;NULL;0000-00-00
325;325;NULL;0000-00-00
326;326;NULL;0000-00-00
327;327;NULL;0000-00-00
328;328;NULL;0000-00-00
329;329;NULL;0000-00-00
330;330;NULL;0000-00-00
331;331;NULL;0000-00-00
332;332;NULL;0000-00-00
333;333;NULL;0000-00-00
334;334;NULL;0000-00-00
335;335;NULL;0000-00-00
336;336;NULL;0000-00-00
337;337;NULL;0000-00-00
338;338;NULL;0000-00-00
339;339;NULL;0000-00-00
340;340;NULL;0000-00-00
341;341;NULL;0000-00-00
342;342;NULL;0000-00-00
343;343;NULL;0000-00-00
344;344;NULL;0000-00-00
345;345;NULL;0000-00-00
346;346;NULL;0000-00-00
347;347;NULL;0000-00-00
348;348;NULL;0000-00-00
349;349;NULL;0000-00-00
350;350;NULL;0000-00-00
351;351;NULL;0000-00-00
352;352;NULL;0000-00-00
353;353;NULL;0000-00-00
354;354;NULL;0000-00-00
355;355;NULL;0000-00-00
356;356;NULL;0000-00-00
357;357;NULL;0000-00-00
358;358;NULL;0000-00-00
359;359;NULL;0000-00-00
360;360;NULL;0000-00-00
361;361;NULL;0000-00-00
362;362;NULL;0000-00-00
363;363;NULL;0000-00-00
364;364;NULL;0000-00-00
365;365;NULL;0000-00-00
366;366;NULL;0000-00-00
367;367;NULL;0000-00-00
368;368;NULL;0000-00-00
369;369;NULL;0000-00-00
370;370;NULL;0000-00-00
371;371;NULL;0000-00-00
372;372;NULL;0000-00-00
373;373;NULL;0000-00-00
374;374;NULL;0000-00-00
375;375;NULL;0000-00-00
376;376;NULL;0000-00-00
377;377;NULL;0000-00-00
378;378;NULL;0000-00-00
379;379;NULL;0000-00-00
380;380;NULL;0000-00-00
381;381;NULL;0000-00-00
382;382;NULL;0000-00-00
383;383;NULL;0000-00-00
384;384;NULL;0000-00-00
385;385;NULL;0000-00-00
386;386;NULL;0000-00-00
387;387;NULL;0000-00-00
388;388;NULL;0000-00-00
389;389;NULL;0000-00-00
390;390;NULL;0000-00-00
391;391;NULL;0000-00-00
392;392;NULL;0000-00-00
393;393;NULL;0000-00-00
394;394;NULL;0000-00-00
395;395;NULL;0000-00-00
396;396;NULL;0000-00-00
397;397;NULL;0000-00-00
398;398;NULL;0000-00-00
399;399;NULL;0000-00-00
400;400;NULL;0000-00-00
401;401;NULL;0000-00-00
402;402;NULL;0000-00-00
403;403;NULL;0000-00-00
404;404;NULL;0000-00-00
405;405;NULL;0000-00-00
406;406;NULL;0000-00-00
407;407;NULL;0000-00-00
408;408;NULL;0000-00-00
409;409;NULL;0000-00-00
410;410;NULL;0000-00-00
411;411;NULL;0000-00-00
412;412;NULL;0000-00-00
413;413;NULL;0000-00-00
414;414;NULL;0000-00-00
415;415;NULL;0000-00-00
416;416;NULL;0000-00-00
417;417;NULL;0000-00-00
418;418;NULL;0000-00-00
419;419;NULL;0000-00-00
420;420;NULL;0000-00-00
421;421;NULL;0000-00-00
422;422;NULL;0000-00-00
423;423;NULL;0000-00-00
424;424;NULL;0000-00-00
425;425;NULL;0000-00-00
426;426;NULL;0000-00-00
427;427;NULL;0000-00-00
428;428;NULL;0000-00-00
429;429;NULL;0000-00-00
430;430;NULL;0000-00-00
431;431;NULL;0000-00-00
432;432;NULL;0000-00-00
433;433;NULL;0000-00-00
434;434;NULL;0000-00-00
435;435;NULL;0000-00-00
436;436;NULL;0000-00-00
437;437;NULL;0000-00-00
438;438;NULL;0000-00-00
439;439;NULL;0000-00-00
440;440;NULL;0000-00-00
441;441;NULL;0000-00-00
442;442;NULL;0000-00-00
443;443;NULL;0000-00-00
444;444;NULL;0000-00-00
445;445;NULL;0000-00-00
446;446;NULL;0000-00-00
447;447;NULL;0000-00-00
448;448;NULL;0000-00-00
449;449;NULL;0000-00-00
450;450;NULL;0000-00-00
451;451;NULL;0000-00-00
452;452;NULL;0000-00-00
453;453;NULL;0000-00-00
454;454;NULL;0000-00-00
455;455;NULL;0000-00-00
456;456;NULL;0000-00-00
457;457;NULL;0000-00-00
458;458;NULL;0000-00-00
459;459;NULL;0000-00-00
460;460;NULL;0000-00-00
461;461;NULL;0000-00-00
462;462;NULL;0000-00-00
463;463;NULL;0000-00-00
464;464;NULL;0000-00-00
465;465;NULL;0000-00-00
466;466;NULL;0000-00-00
467;467;NULL;0000-00-00
468;468;NULL;0000-00-00
469;469;NULL;0000-00-00
470;470;NULL;0000-00-00
471;471;NULL;0000-00-00
472;472;NULL;0000-00-00
473;473;NULL;0000-00-00
474;474;NULL;0000-00-00
475;475;NULL;0000-00-00
476;476;NULL;0000-00-00
477;477;NULL;0000-00-00
478;478;NULL;0000-00-00
479;479;NULL;0000-00-00
480;480;NULL;0000-00-00
481;481;NULL;0000-00-00
482;482;NULL;0000-00-00
483;483;NULL;0000-00-00
484;484;NULL;0000-00-00
485;485;NULL;0000-00-00
486;486;NULL;0000-00-00
487;487;NULL;0000-00-00
488;488;NULL;0000-00-00
489;489;NULL;0000-00-00
490;490;NULL;0000-00-00
491;491;NULL;0000-00-00
492;492;NULL;0000-00-00
493;493;NULL;0000-00-00
494;494;NULL;0000-00-00
495;495;NULL;0000-00-00
496;496;NULL;0000-00-00
497;497;NULL;0000-00-00
498;498;NULL;0000-00-00
499;499;NULL;0000-00-00
500;500;NULL;0000-00-00
501;501;NULL;0000-00-00
502;502;NULL;0000-00-00
503;503;NULL;0000-00-00
504;504;NULL;0000-00-00
505;505;NULL;0000-00-00
506;506;NULL;0000-00-00
507;507;NULL;0000-00-00
508;508;NULL;0000-00-00
509;509;NULL;0000-00-00
510;510;NULL;0000-00-00
511;511;NULL;0000-00-00
512;512;NULL;0000-00-00
513;513;NULL;0000-00-00
514;514;NULL;0000-00-00
515;515;NULL;0000-00-00
516;516;NULL;0000-00-00
517;517;NULL;0000-00-00
518;518;NULL;0000-00-00
519;519;NULL;0000-00-00
520;520;NULL;0000-00-00
521;521;NULL;0000-00-00
522;522;NULL;0000-00-00
523;523;NULL;0000-00-00
524;524;NULL;0000-00-00
525;525;NULL;0000-00-00
526;526;NULL;0000-00-00
527;527;NULL;0000-00-00
528;528;NULL;0000-00-00
529;529;NULL;0000-00-00
530;530;NULL;0000-00-00
531;531;NULL;0000-00-00
532;532;NULL;0000-00-00
533;533;NULL;0000-00-00
534;534;NULL;0000-00-00
535;535;NULL;0000-00-00
536;536;NULL;0000-00-00
537;537;NULL;0000-00-00
538;538;NULL;0000-00-00
539;539;NULL;0000-00-00
540;540;NULL;0000-00-00
541;541;NULL;0000-00-00
542;542;NULL;0000-00-00
543;543;NULL;0000-00-00
544;544;NULL;0000-00-00
545;545;NULL;0000-00-00
546;546;NULL;0000-00-00
547;547;NULL;0000-00-00
548;548;NULL;0000-00-00
549;549;NULL;0000-00-00
550;550;NULL;0000-00-00
551;551;NULL;0000-00-00
552;552;NULL;0000-00-00
553;553;NULL;0000-00-00
554;554;NULL;0000-00-00
555;555;NULL;0000-00-00
556;556;NULL;0000-00-00
557;557;NULL;0000-00-00
558;558;NULL;0000-00-00
559;559;NULL;0000-00-00
560;560;NULL;0000-00-00
561;561;NULL;0000-00-00
562;562;NULL;0000-00-00
563;563;NULL;0000-00-00
564;564;NULL;0000-00-00
565;565;NULL;0000-00-00
566;566;NULL;0000-00-00
567;567;NULL;0000-00-00
568;568;NULL;0000-00-00
569;569;NULL;0000-00-00
570;570;NULL;0000-00-00
571;571;NULL;0000-00-00
572;572;NULL;0000-00-00
573;573;NULL;0000-00-00
574;574;NULL;0000-00-00
575;575;NULL;0000-00-00
576;576;NULL;0000-00-00
577;577;NULL;0000-00-00
578;578;NULL;0000-00-00
579;579;NULL;0000-00-00
580;580;NULL;0000-00-00
581;581;NULL;0000-00-00
582;582;NULL;0000-00-00
583;583;NULL;0000-00-00
584;584;NULL;0000-00-00
585;585;NULL;0000-00-00
586;586;NULL;0000-00-00
587;587;NULL;0000-00-00
588;588;NULL;0000-00-00
589;589;NULL;0000-00-00
590;590;NULL;0000-00-00
591;591;NULL;0000-00-00
592;592;NULL;0000-00-00
593;593;NULL;0000-00-00
594;594;NULL;0000-00-00
595;595;NULL;0000-00-00
596;596;NULL;0000-00-00
597;597;NULL;0000-00-00
598;598;NULL;0000-00-00
599;599;NULL;0000-00-00
600;600;NULL;0000-00-00
601;601;NULL;0000-00-00
602;602;NULL;0000-00-00
603;603;NULL;0000-00-00
604;604;NULL;0000-00-00
605;605;NULL;0000-00-00
606;606;NULL;0000-00-00
607;607;NULL;0000-00-00
608;608;NULL;0000-00-00
609;609;NULL;0000-00-00
610;610;NULL;0000-00-00
611;611;NULL;0000-00-00
612;612;NULL;0000-00-00
613;613;NULL;0000-00-00
614;614;NULL;0000-00-00
615;615;NULL;0000-00-00
616;616;NULL;0000-00-00
617;617;NULL;0000-00-00
618;618;NULL;0000-00-00
619;619;NULL;0000-00-00
620;620;NULL;0000-00-00
621;621;NULL;0000-00-00
622;622;NULL;0000-00-00
623;623;NULL;0000-00-00
624;624;NULL;0000-00-00
625;625;NULL;0000-00-00
626;626;NULL;0000-00-00
627;627;NULL;0000-00-00
628;628;NULL;0000-00-00
629;629;NULL;0000-00-00
630;630;NULL;0000-00-00
631;631;NULL;0000-00-00
632;632;NULL;0000-00-00
633;633;NULL;0000-00-00
634;634;NULL;0000-00-00
635;635;NULL;0000-00-00
636;636;NULL;0000-00-00
637;637;NULL;0000-00-00
638;638;NULL;0000-00-00
639;639;NULL;0000-00-00
640;640;NULL;0000-00-00
641;641;NULL;0000-00-00
642;642;NULL;0000-00-00
643;643;NULL;0000-00-00
644;644;NULL;0000-00-00
645;645;NULL;0000-00-00
646;646;NULL;0000-00-00
647;647;NULL;0000-00-00
648;648;NULL;0000-00-00
649;649;NULL;0000-00-00
650;650;NULL;0000-00-00
651;651;NULL;0000-00-00
652;652;NULL;0000-00-00
653;653;NULL;0000-00-00
654;654;NULL;0000-00-00
655;655;NULL;0000-00-00
656;656;NULL;0000-00-00
657;657;NULL;0000-00-00
658;658;NULL;0000-00-00
659;659;NULL;0000-00-00
660;660;NULL;0000-00-00
661;661;NULL;0000-00-00
662;662;NULL;0000-00-00
663;663;NULL;0000-00-00
664;664;NULL;0000-00-00
665;665;NULL;0000-00-00
666;666;NULL;0000-00-00
667;667;NULL;0000-00-00
668;668;NULL;0000-00-00
669;669;NULL;0000-00-00
670;670;NULL;0000-00-00
671;671;NULL;0000-00-00
672;672;NULL;0000-00-00
673;673;NULL;0000-00-00
674;674;NULL;0000-00-00
675;675;NULL;0000-00-00
676;676;NULL;0000-00-00
677;677;NULL;0000-00-00
678;678;NULL;0000-00-00
679;679;NULL;0000-00-00
680;680;NULL;0000-00-00
681;681;NULL;0000-00-00
682;682;NULL;0000-00-00
683;683;NULL;0000-00-00
684;684;NULL;0000-00-00
685;685;NULL;0000-00-00
686;686;NULL;0000-00-00
687;687;NULL;0000-00-00
688;688;NULL;0000-00-00
689;689;NULL;0000-00-00
690;690;NULL;0000-00-00
691;691;NULL;0000-00-00
692;692;NULL;0000-00-00
693;693;NULL;0000-00-00
694;694;NULL;0000-00-00
695;695;NULL;0000-00-00
696;696;NULL;0000-00-00
697;697;NULL;0000-00-00
698;698;NULL;0000-00-00
699;699;NULL;0000-00-00
700;700;NULL;0000-00-00
701;701;NULL;0000-00-00
702;702;NULL;0000-00-00
703;703;NULL;0000-00-00
704;704;NULL;0000-00-00
705;705;NULL;0000-00-00
706;706;NULL;0000-00-00
707;707;NULL;0000-00-00
708;708;NULL;0000-00-00
709;709;NULL;0000-00-00
710;710;NULL;0000-00-00
711;711;NULL;0000-00-00
712;712;NULL;0000-00-00
713;713;NULL;0000-00-00
714;714;NULL;0000-00-00
715;715;NULL;0000-00-00
716;716;NULL;0000-00-00
717;717;NULL;0000-00-00
718;718;NULL;0000-00-00
719;719;NULL;0000-00-00
720;720;NULL;0000-00-00
721;721;NULL;0000-00-00
722;722;NULL;0000-00-00
723;723;NULL;0000-00-00
724;724;NULL;0000-00-00
725;725;NULL;0000-00-00
726;726;NULL;0000-00-00
727;727;NULL;0000-00-00
728;728;NULL;0000-00-00
729;729;NULL;0000-00-00
730;730;NULL;0000-00-00
731;731;NULL;0000-00-00
732;732;NULL;0000-00-00
733;733;NULL;0000-00-00
734;734;NULL;0000-00-00
735;735;NULL;0000-00-00
736;736;NULL;0000-00-00
737;737;NULL;0000-00-00
738;738;NULL;0000-00-00
739;739;NULL;0000-00-00
740;740;NULL;0000-00-00
741;741;NULL;0000-00-00
742;742;NULL;0000-00-00
743;743;NULL;0000-00-00
744;744;NULL;0000-00-00
745;745;NULL;0000-00-00
746;746;NULL;0000-00-00
747;747;NULL;0000-00-00
748;748;NULL;0000-00-00
749;749;NULL;0000-00-00
750;750;NULL;0000-00-00
751;751;NULL;0000-00-00
752;752;NULL;0000-00-00
753;753;NULL;0000-00-00
754;754;NULL;0000-00-00
755;755;NULL;0000-00-00
756;756;NULL;0000-00-00
757;757;NULL;0000-00-00
758;758;NULL;0000-00-00
759;759;NULL;0000-00-00
760;760;NULL;0000-00-00
761;761;NULL;0000-00-00
762;762;NULL;0000-00-00
763;763;NULL;0000-00-00
764;764;NULL;0000-00-00
765;765;NULL;0000-00-00
766;766;NULL;0000-00-00
767;767;NULL;0000-00-00
768;768;NULL;0000-00-00
769;769;NULL;0000-00-00
770;770;NULL;0000-00-00
771;771;NULL;0000-00-00
772;772;NULL;0000-00-00
773;773;NULL;0000-00-00
774;774;NULL;0000-00-00
775;775;NULL;0000-00-00
776;776;NULL;0000-00-00
777;777;NULL;0000-00-00
778;778;NULL;0000-00-00
779;779;NULL;0000-00-00
780;780;NULL;0000-00-00
781;781;NULL;0000-00-00
782;782;NULL;0000-00-00
783;783;NULL;0000-00-00
784;784;NULL;0000-00-00
785;785;NULL;0000-00-00
786;786;NULL;0000-00-00
787;787;NULL;0000-00-00
788;788;NULL;0000-00-00
789;789;NULL;0000-00-00
790;790;NULL;0000-00-00
791;791;NULL;0000-00-00
792;792;NULL;0000-00-00
793;793;NULL;0000-00-00
794;794;NULL;0000-00-00
795;795;NULL;0000-00-00
796;796;NULL;0000-00-00
797;797;NULL;0000-00-00
798;798;NULL;0000-00-00
799;799;NULL;0000-00-00
800;800;NULL;0000-00-00
801;801;NULL;0000-00-00
802;802;NULL;0000-00-00
803;803;NULL;0000-00-00
804;804;NULL;0000-00-00
805;805;NULL;0000-00-00
806;806;NULL;0000-00-00
807;807;NULL;0000-00-00
808;808;NULL;0000-00-00
809;809;NULL;0000-00-00
810;810;NULL;0000-00-00
811;811;NULL;0000-00-00
812;812;NULL;0000-00-00
813;813;NULL;0000-00-00
814;814;NULL;0000-00-00
815;815;NULL;0000-00-00
816;816;NULL;0000-00-00
817;817;NULL;0000-00-00
818;818;NULL;0000-00-00
819;819;NULL;0000-00-00
820;820;NULL;0000-00-00
821;821;NULL;0000-00-00
822;822;NULL;0000-00-00
823;823;NULL;0000-00-00
824;824;NULL;0000-00-00
825;825;NULL;0000-00-00
826;826;NULL;0000-00-00
827;827;NULL;0000-00-00
828;828;NULL;0000-00-00
829;829;NULL;0000-00-00
830;830;NULL;0000-00-00
831;831;NULL;0000-00-00
832;832;NULL;0000-00-00
833;833;NULL;0000-00-00
834;834;NULL;0000-00-00
835;835;NULL;0000-00-00
836;836;NULL;0000-00-00
837;837;NULL;0000-00-00
838;838;NULL;0000-00-00
839;839;NULL;0000-00-00
840;840;NULL;0000-00-00
841;841;NULL;0000-00-00
842;842;NULL;0000-00-00
843;843;NULL;0000-00-00
844;844;NULL;0000-00-00
845;845;NULL;0000-00-00
846;846;NULL;0000-00-00
847;847;NULL;0000-00-00
848;848;NULL;0000-00-00
849;849;NULL;0000-00-00
850;850;NULL;0000-00-00
851;851;NULL;0000-00-00
852;852;NULL;0000-00-00
853;853;NULL;0000-00-00
854;854;NULL;0000-00-00
855;855;NULL;0000-00-00
856;856;NULL;0000-00-00
857;857;NULL;0000-00-00
858;858;NULL;0000-00-00
859;859;NULL;0000-00-00
860;860;NULL;0000-00-00
861;861;NULL;0000-00-00
862;862;NULL;0000-00-00
863;863;NULL;0000-00-00
864;864;NULL;0000-00-00
865;865;NULL;0000-00-00
866;866;NULL;0000-00-00
867;867;NULL;0000-00-00
868;868;NULL;0000-00-00
869;869;NULL;0000-00-00
870;870;NULL;0000-00-00
871;871;NULL;0000-00-00
872;872;NULL;0000-00-00
873;873;NULL;0000-00-00
874;874;NULL;0000-00-00
875;875;NULL;0000-00-00
876;876;NULL;0000-00-00
877;877;NULL;0000-00-00
878;878;NULL;0000-00-00
879;879;NULL;0000-00-00
880;880;NULL;0000-00-00
881;881;NULL;0000-00-00
882;882;NULL;0000-00-00
883;883;NULL;0000-00-00
884;884;NULL;0000-00-00
885;885;NULL;0000-00-00
886;886;NULL;0000-00-00
887;887;NULL;0000-00-00
888;888;NULL;0000-00-00
889;889;NULL;0000-00-00
890;890;NULL;0000-00-00
891;891;NULL;0000-00-00
892;892;NULL;0000-00-00
893;893;NULL;0000-00-00
894;894;NULL;0000-00-00
895;895;NULL;0000-00-00
896;896;NULL;0000-00-00
897;897;NULL;0000-00-00
898;898;NULL;0000-00-00
899;899;NULL;0000-00-00
900;900;NULL;0000-00-00
901;901;NULL;0000-00-00
902;902;NULL;0000-00-00
903;903;NULL;0000-00-00
904;904;NULL;0000-00-00
905;905;NULL;0000-00-00
906;906;NULL;0000-00-00
907;907;NULL;0000-00-00
908;908;NULL;0000-00-00
909;909;NULL;0000-00-00
910;910;NULL;0000-00-00
911;911;NULL;0000-00-00
912;912;NULL;0000-00-00
913;913;NULL;0000-00-00
914;914;NULL;0000-00-00
915;915;NULL;0000-00-00
916;916;NULL;0000-00-00
917;917;NULL;0000-00-00
918;918;NULL;0000-00-00
919;919;NULL;0000-00-00
920;920;NULL;0000-00-00
921;921;NULL;0000-00-00
922;922;NULL;0000-00-00
923;923;NULL;0000-00-00
924;924;NULL;0000-00-00
925;925;NULL;0000-00-00
926;926;NULL;0000-00-00
927;927;NULL;0000-00-00
928;928;NULL;0000-00-00
929;929;NULL;0000-00-00
930;930;NULL;0000-00-00
931;931;NULL;0000-00-00
